Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
5334,2021-02-12,NOP,@,DAL,L 130-143,240,48,90,0.533,31,53,0.585,17,37,0.459,17,23,0.739,130,51,88,0.58,26,43,0.605,25,45,0.556,16,21,0.762,143
5335,2021-02-12,DEN,,OKC,W 97-95,240,40,87,0.46,30,47,0.638,10,40,0.25,7,10,0.7,97,36,90,0.4,26,58,0.448,10,32,0.313,13,17,0.765,95
5336,2021-02-12,OKC,@,DEN,L 95-97,240,36,90,0.4,26,58,0.448,10,32,0.313,13,17,0.765,95,40,87,0.46,30,47,0.638,10,40,0.25,7,10,0.7,97
5337,2021-02-12,LAL,,MEM,W 115-105,240,43,85,0.506,37,55,0.673,6,30,0.2,23,33,0.697,115,39,80,0.488,27,51,0.529,12,29,0.414,15,19,0.789,105
5338,2021-02-12,MEM,@,LAL,L 105-115,240,39,80,0.488,27,51,0.529,12,29,0.414,15,19,0.789,105,43,85,0.506,37,55,0.673,6,30,0.2,23,33,0.697,115
5339,2021-02-12,CLE,@,POR,L 110-129,240,38,87,0.437,30,64,0.469,8,23,0.348,26,37,0.703,110,43,83,0.518,30,48,0.625,13,35,0.371,30,33,0.909,129
5340,2021-02-12,POR,,CLE,W 129-110,240,43,83,0.518,30,48,0.625,13,35,0.371,30,33,0.909,129,38,87,0.437,30,64,0.469,8,23,0.348,26,37,0.703,110
5341,2021-02-12,ORL,@,SAC,W 123-112,240,46,91,0.505,31,57,0.544,15,34,0.441,16,20,0.8,123,43,83,0.518,31,50,0.62,12,33,0.364,14,19,0.737,112
5342,2021-02-12,SAC,,ORL,L 112-123,240,43,83,0.518,31,50,0.62,12,33,0.364,14,19,0.737,112,46,91,0.505,31,57,0.544,15,34,0.441,16,20,0.8,123
5343,2021-02-12,MIL,@,UTA,L 115-129,240,42,92,0.457,30,59,0.508,12,33,0.364,19,27,0.704,115,43,82,0.524,29,44,0.659,14,38,0.368,29,34,0.853,129
5344,2021-02-12,UTA,,MIL,W 129-115,240,43,82,0.524,29,44,0.659,14,38,0.368,29,34,0.853,129,42,92,0.457,30,59,0.508,12,33,0.364,19,27,0.704,115
5345,2021-02-12,NYK,@,WAS,W 109-91,240,44,98,0.449,38,74,0.514,6,24,0.25,15,22,0.682,109,34,89,0.382,25,55,0.455,9,34,0.265,14,20,0.7,91
5346,2021-02-12,WAS,,NYK,L 91-109,240,34,89,0.382,25,55,0.455,9,34,0.265,14,20,0.7,91,44,98,0.449,38,74,0.514,6,24,0.25,15,22,0.682,109
5347,2021-02-13,ATL,,IND,L 113-125,240,43,90,0.478,34,59,0.576,9,31,0.29,18,23,0.783,113,45,89,0.506,33,58,0.569,12,31,0.387,23,27,0.852,125
5348,2021-02-13,IND,@,ATL,W 125-113,240,45,89,0.506,33,58,0.569,12,31,0.387,23,27,0.852,125,43,90,0.478,34,59,0.576,9,31,0.29,18,23,0.783,113
5349,2021-02-13,BRK,@,GSW,W 134-117,240,50,93,0.538,34,54,0.63,16,39,0.41,18,20,0.9,134,44,90,0.489,35,56,0.625,9,34,0.265,20,25,0.8,117
5350,2021-02-13,GSW,,BRK,L 117-134,240,44,90,0.489,35,56,0.625,9,34,0.265,20,25,0.8,117,50,93,0.538,34,54,0.63,16,39,0.41,18,20,0.9,134
5351,2021-02-13,HOU,@,NYK,L 99-121,240,33,88,0.375,25,45,0.556,8,43,0.186,25,30,0.833,99,45,86,0.523,33,58,0.569,12,28,0.429,19,23,0.826,121
5352,2021-02-13,NYK,,HOU,W 121-99,240,45,86,0.523,33,58,0.569,12,28,0.429,19,23,0.826,121,33,88,0.375,25,45,0.556,8,43,0.186,25,30,0.833,99
5353,2021-02-13,PHI,@,PHO,L 111-120,240,38,73,0.521,31,56,0.554,7,17,0.412,28,33,0.848,111,48,79,0.608,38,54,0.704,10,25,0.4,14,17,0.824,120
5354,2021-02-13,PHO,,PHI,W 120-111,240,48,79,0.608,38,54,0.704,10,25,0.4,14,17,0.824,120,38,73,0.521,31,56,0.554,7,17,0.412,28,33,0.848,111
5355,2021-02-13,MIA,@,UTA,L 94-112,240,35,86,0.407,23,50,0.46,12,36,0.333,12,17,0.706,94,39,85,0.459,27,39,0.692,12,46,0.261,22,29,0.759,112
5356,2021-02-13,UTA,,MIA,W 112-94,240,39,85,0.459,27,39,0.692,12,46,0.261,22,29,0.759,112,35,86,0.407,23,50,0.46,12,36,0.333,12,17,0.706,94
5357,2021-02-14,CHO,,SAS,L 110-122,240,45,95,0.474,33,61,0.541,12,34,0.353,8,11,0.727,110,48,96,0.5,38,62,0.613,10,34,0.294,16,19,0.842,122
5358,2021-02-14,SAS,@,CHO,W 122-110,240,48,96,0.5,38,62,0.613,10,34,0.294,16,19,0.842,122,45,95,0.474,33,61,0.541,12,34,0.353,8,11,0.727,110
5359,2021-02-14,DAL,,POR,L 118-121,240,40,81,0.494,26,40,0.65,14,41,0.341,24,25,0.96,118,45,85,0.529,27,45,0.6,18,40,0.45,13,19,0.684,121
5360,2021-02-14,POR,@,DAL,W 121-118,240,45,85,0.529,27,45,0.6,18,40,0.45,13,19,0.684,121,40,81,0.494,26,40,0.65,14,41,0.341,24,25,0.96,118
5361,2021-02-14,DEN,,LAL,W 122-105,240,39,85,0.459,20,38,0.526,19,47,0.404,25,34,0.735,122,40,87,0.46,34,59,0.576,6,28,0.214,19,29,0.655,105
5362,2021-02-14,LAL,@,DEN,L 105-122,240,40,87,0.46,34,59,0.576,6,28,0.214,19,29,0.655,105,39,85,0.459,20,38,0.526,19,47,0.404,25,34,0.735,122
5363,2021-02-14,DET,,NOP,W 123-112,240,45,84,0.536,28,49,0.571,17,35,0.486,16,20,0.8,123,40,90,0.444,31,55,0.564,9,35,0.257,23,28,0.821,112
5364,2021-02-14,NOP,@,DET,L 112-123,240,40,90,0.444,31,55,0.564,9,35,0.257,23,28,0.821,112,45,84,0.536,28,49,0.571,17,35,0.486,16,20,0.8,123
5365,2021-02-14,CLE,@,LAC,L 111-128,240,43,93,0.462,36,68,0.529,7,25,0.28,18,25,0.72,111,42,88,0.477,29,58,0.5,13,30,0.433,31,36,0.861,128
5366,2021-02-14,LAC,,CLE,W 128-111,240,42,88,0.477,29,58,0.5,13,30,0.433,31,36,0.861,128,43,93,0.462,36,68,0.529,7,25,0.28,18,25,0.72,111
5367,2021-02-14,MIL,@,OKC,L 109-114,240,45,97,0.464,32,59,0.542,13,38,0.342,6,9,0.667,109,45,95,0.474,30,59,0.508,15,36,0.417,9,16,0.563,114
5368,2021-02-14,OKC,,MIL,W 114-109,240,45,95,0.474,30,59,0.508,15,36,0.417,9,16,0.563,114,45,97,0.464,32,59,0.542,13,38,0.342,6,9,0.667,109
5369,2021-02-14,ORL,@,PHO,L 90-109,240,33,89,0.371,27,54,0.5,6,35,0.171,18,22,0.818,90,41,92,0.446,29,55,0.527,12,37,0.324,15,16,0.938,109
5370,2021-02-14,PHO,,ORL,W 109-90,240,41,92,0.446,29,55,0.527,12,37,0.324,15,16,0.938,109,33,89,0.371,27,54,0.5,6,35,0.171,18,22,0.818,90
5371,2021-02-14,MEM,@,SAC,W 124-110,240,50,94,0.532,41,73,0.562,9,21,0.429,15,19,0.789,124,41,82,0.5,33,49,0.673,8,33,0.242,20,26,0.769,110
5372,2021-02-14,SAC,,MEM,L 110-124,240,41,82,0.5,33,49,0.673,8,33,0.242,20,26,0.769,110,50,94,0.532,41,73,0.562,9,21,0.429,15,19,0.789,124
5373,2021-02-14,MIN,@,TOR,W 116-112,240,43,82,0.524,27,43,0.628,16,39,0.41,14,19,0.737,116,38,91,0.418,28,58,0.483,10,33,0.303,26,31,0.839,112
5374,2021-02-14,TOR,,MIN,L 112-116,240,38,91,0.418,28,58,0.483,10,33,0.303,26,31,0.839,112,43,82,0.524,27,43,0.628,16,39,0.41,14,19,0.737,116
5375,2021-02-14,BOS,@,WAS,L 91-104,240,32,90,0.356,23,55,0.418,9,35,0.257,18,30,0.6,91,33,83,0.398,26,53,0.491,7,30,0.233,31,36,0.861,104
5376,2021-02-14,WAS,,BOS,W 104-91,240,33,83,0.398,26,53,0.491,7,30,0.233,31,36,0.861,104,32,90,0.356,23,55,0.418,9,35,0.257,18,30,0.6,91
5377,2021-02-15,CLE,@,GSW,L 98-129,240,37,95,0.389,29,65,0.446,8,30,0.267,16,20,0.8,98,46,88,0.523,29,51,0.569,17,37,0.459,20,21,0.952,129
5378,2021-02-15,GSW,,CLE,W 129-98,240,46,88,0.523,29,51,0.569,17,37,0.459,20,21,0.952,129,37,95,0.389,29,65,0.446,8,30,0.267,16,20,0.8,98
5379,2021-02-15,CHI,@,IND,W 120-112 (OT),265,44,102,0.431,31,69,0.449,13,33,0.394,19,22,0.864,120,39,92,0.424,30,59,0.508,9,33,0.273,25,31,0.806,112
5380,2021-02-15,IND,,CHI,L 112-120 (OT),265,39,92,0.424,30,59,0.508,9,33,0.273,25,31,0.806,112,44,102,0.431,31,69,0.449,13,33,0.394,19,22,0.864,120
5381,2021-02-15,LAC,,MIA,W 125-118,240,47,85,0.553,32,53,0.604,15,32,0.469,16,20,0.8,125,46,91,0.505,38,55,0.691,8,36,0.222,18,22,0.818,118
5382,2021-02-15,MIA,@,LAC,L 118-125,240,46,91,0.505,38,55,0.691,8,36,0.222,18,22,0.818,118,47,85,0.553,32,53,0.604,15,32,0.469,16,20,0.8,125
5383,2021-02-15,ATL,@,NYK,L 112-123,240,36,85,0.424,25,52,0.481,11,33,0.333,29,32,0.906,112,42,83,0.506,25,49,0.51,17,34,0.5,22,27,0.815,123
5384,2021-02-15,NYK,,ATL,W 123-112,240,42,83,0.506,25,49,0.51,17,34,0.5,22,27,0.815,123,36,85,0.424,25,52,0.481,11,33,0.333,29,32,0.906,112
5385,2021-02-15,BRK,@,SAC,W 136-125,240,51,89,0.573,24,42,0.571,27,47,0.574,7,12,0.583,136,51,96,0.531,39,63,0.619,12,33,0.364,11,13,0.846,125
5386,2021-02-15,SAC,,BRK,L 125-136,240,51,96,0.531,39,63,0.619,12,33,0.364,11,13,0.846,125,51,89,0.573,24,42,0.571,27,47,0.574,7,12,0.583,136
5387,2021-02-15,PHI,@,UTA,L 123-134,240,47,94,0.5,39,71,0.549,8,23,0.348,21,24,0.875,123,45,86,0.523,27,41,0.659,18,45,0.4,26,31,0.839,134
5388,2021-02-15,UTA,,PHI,W 134-123,240,45,86,0.523,27,41,0.659,18,45,0.4,26,31,0.839,134,47,94,0.5,39,71,0.549,8,23,0.348,21,24,0.875,123
5389,2021-02-15,HOU,@,WAS,L 119-131,240,43,91,0.473,35,54,0.648,8,37,0.216,25,34,0.735,119,48,92,0.522,36,62,0.581,12,30,0.4,23,31,0.742,131
5390,2021-02-15,WAS,,HOU,W 131-119,240,48,92,0.522,36,62,0.581,12,30,0.4,23,31,0.742,131,43,91,0.473,35,54,0.648,8,37,0.216,25,34,0.735,119
5391,2021-02-16,BOS,,DEN,W 112-99,240,39,81,0.481,24,39,0.615,15,42,0.357,19,21,0.905,112,38,84,0.452,29,50,0.58,9,34,0.265,14,15,0.933,99
5392,2021-02-16,DEN,@,BOS,L 99-112,240,38,84,0.452,29,50,0.58,9,34,0.265,14,15,0.933,99,39,81,0.481,24,39,0.615,15,42,0.357,19,21,0.905,112
5393,2021-02-16,MEM,,NOP,L 113-144,240,42,88,0.477,29,57,0.509,13,31,0.419,16,18,0.889,113,56,91,0.615,37,53,0.698,19,38,0.5,13,17,0.765,144
5394,2021-02-16,NOP,@,MEM,W 144-113,240,56,91,0.615,37,53,0.698,19,38,0.5,13,17,0.765,144,42,88,0.477,29,57,0.509,13,31,0.419,16,18,0.889,113
5395,2021-02-16,MIL,,TOR,L 113-124,240,40,83,0.482,26,46,0.565,14,37,0.378,19,25,0.76,113,46,91,0.505,29,48,0.604,17,43,0.395,15,21,0.714,124
5396,2021-02-16,TOR,@,MIL,W 124-113,240,46,91,0.505,29,48,0.604,17,43,0.395,15,21,0.714,124,40,83,0.482,26,46,0.565,14,37,0.378,19,25,0.76,113
5397,2021-02-16,LAL,@,MIN,W 112-104,240,42,77,0.545,31,51,0.608,11,26,0.423,17,21,0.81,112,39,93,0.419,23,59,0.39,16,34,0.471,10,13,0.769,104
5398,2021-02-16,MIN,,LAL,L 104-112,240,39,93,0.419,23,59,0.39,16,34,0.471,10,13,0.769,104,42,77,0.545,31,51,0.608,11,26,0.423,17,21,0.81,112
5399,2021-02-16,OKC,,POR,L 104-115,240,37,85,0.435,27,52,0.519,10,33,0.303,20,27,0.741,104,42,96,0.438,22,49,0.449,20,47,0.426,11,17,0.647,115
5400,2021-02-16,POR,@,OKC,W 115-104,240,42,96,0.438,22,49,0.449,20,47,0.426,11,17,0.647,115,37,85,0.435,27,52,0.519,10,33,0.303,20,27,0.741,104
5401,2021-02-16,BRK,@,PHO,W 128-124,240,47,82,0.573,27,42,0.643,20,40,0.5,14,15,0.933,128,48,88,0.545,32,51,0.627,16,37,0.432,12,12,1,124
5402,2021-02-16,PHO,,BRK,L 124-128,240,48,88,0.545,32,51,0.627,16,37,0.432,12,12,1,124,47,82,0.573,27,42,0.643,20,40,0.5,14,15,0.933,128
5403,2021-02-17,ATL,@,BOS,W 122-114,240,44,77,0.571,36,53,0.679,8,24,0.333,26,31,0.839,122,40,86,0.465,30,55,0.545,10,31,0.323,24,27,0.889,114
5404,2021-02-17,BOS,,ATL,L 114-122,240,40,86,0.465,30,55,0.545,10,31,0.323,24,27,0.889,114,44,77,0.571,36,53,0.679,8,24,0.333,26,31,0.839,122
5405,2021-02-17,CHI,,DET,W 105-102,240,41,85,0.482,33,57,0.579,8,28,0.286,15,24,0.625,105,37,82,0.451,29,54,0.537,8,28,0.286,20,24,0.833,102
5406,2021-02-17,DET,@,CHI,L 102-105,240,37,82,0.451,29,54,0.537,8,28,0.286,20,24,0.833,102,41,85,0.482,33,57,0.579,8,28,0.286,15,24,0.625,105
5407,2021-02-17,GSW,,MIA,W 120-112 (OT),265,43,95,0.453,25,43,0.581,18,52,0.346,16,21,0.762,120,44,97,0.454,31,61,0.508,13,36,0.361,11,12,0.917,112
5408,2021-02-17,MIA,@,GSW,L 112-120 (OT),265,44,97,0.454,31,61,0.508,13,36,0.361,11,12,0.917,112,43,95,0.453,25,43,0.581,18,52,0.346,16,21,0.762,120
5409,2021-02-17,LAC,,UTA,L 96-114,240,38,86,0.442,29,60,0.483,9,26,0.346,11,17,0.647,96,42,98,0.429,29,58,0.5,13,40,0.325,17,20,0.85,114
5410,2021-02-17,UTA,@,LAC,W 114-96,240,42,98,0.429,29,58,0.5,13,40,0.325,17,20,0.85,114,38,86,0.442,29,60,0.483,9,26,0.346,11,17,0.647,96
5411,2021-02-17,MEM,,OKC,W 122-113,240,42,83,0.506,30,57,0.526,12,26,0.462,26,33,0.788,122,35,78,0.449,16,37,0.432,19,41,0.463,24,28,0.857,113
5412,2021-02-17,OKC,@,MEM,L 113-122,240,35,78,0.449,16,37,0.432,19,41,0.463,24,28,0.857,113,42,83,0.506,30,57,0.526,12,26,0.462,26,33,0.788,122
5413,2021-02-17,IND,@,MIN,W 134-128 (OT),265,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128
5414,2021-02-17,MIN,,IND,L 128-134 (OT),265,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134
5415,2021-02-17,NOP,,POR,L 124-126,240,43,89,0.483,28,57,0.491,15,32,0.469,23,29,0.793,124,46,90,0.511,28,49,0.571,18,41,0.439,16,18,0.889,126
5416,2021-02-17,POR,@,NOP,W 126-124,240,46,90,0.511,28,49,0.571,18,41,0.439,16,18,0.889,126,43,89,0.483,28,57,0.491,15,32,0.469,23,29,0.793,124
5417,2021-02-17,NYK,@,ORL,L 89-107,240,33,87,0.379,26,60,0.433,7,27,0.259,16,19,0.842,89,42,92,0.457,26,58,0.448,16,34,0.471,7,10,0.7,107
5418,2021-02-17,ORL,,NYK,W 107-89,240,42,92,0.457,26,58,0.448,16,34,0.471,7,10,0.7,107,33,87,0.379,26,60,0.433,7,27,0.259,16,19,0.842,89
5419,2021-02-17,HOU,@,PHI,L 113-118,240,42,92,0.457,27,45,0.6,15,47,0.319,14,18,0.778,113,39,81,0.481,27,55,0.491,12,26,0.462,28,32,0.875,118
5420,2021-02-17,PHI,,HOU,W 118-113,240,39,81,0.481,27,55,0.491,12,26,0.462,28,32,0.875,118,42,92,0.457,27,45,0.6,15,47,0.319,14,18,0.778,113
5421,2021-02-17,DEN,@,WAS,L 128-130,240,48,92,0.522,31,54,0.574,17,38,0.447,15,18,0.833,128,44,86,0.512,29,53,0.547,15,33,0.455,27,34,0.794,130
5422,2021-02-17,WAS,,DEN,W 130-128,240,44,86,0.512,29,53,0.547,15,33,0.455,27,34,0.794,130,48,92,0.522,31,54,0.574,17,38,0.447,15,18,0.833,128
5423,2021-02-18,BRK,@,LAL,W 109-98,240,38,77,0.494,20,38,0.526,18,39,0.462,15,24,0.625,109,40,83,0.482,32,53,0.604,8,30,0.267,10,14,0.714,98
5424,2021-02-18,LAL,,BRK,L 98-109,240,40,83,0.482,32,53,0.604,8,30,0.267,10,14,0.714,98,38,77,0.494,20,38,0.526,18,39,0.462,15,24,0.625,109
5425,2021-02-18,MIL,,TOR,L 96-110,240,35,88,0.398,25,54,0.463,10,34,0.294,16,23,0.696,96,38,78,0.487,26,43,0.605,12,35,0.343,22,23,0.957,110
5426,2021-02-18,TOR,@,MIL,W 110-96,240,38,78,0.487,26,43,0.605,12,35,0.343,22,23,0.957,110,35,88,0.398,25,54,0.463,10,34,0.294,16,23,0.696,96
5427,2021-02-18,MIA,@,SAC,W 118-110,240,49,95,0.516,37,61,0.607,12,34,0.353,8,10,0.8,118,43,93,0.462,28,52,0.538,15,41,0.366,9,16,0.563,110
5428,2021-02-18,SAC,,MIA,L 110-118,240,43,93,0.462,28,52,0.538,15,41,0.366,9,16,0.563,110,49,95,0.516,37,61,0.607,12,34,0.353,8,10,0.8,118
5429,2021-02-19,ATL,@,BOS,L 109-121,240,38,90,0.422,28,60,0.467,10,30,0.333,23,25,0.92,109,50,90,0.556,36,55,0.655,14,35,0.4,7,10,0.7,121
5430,2021-02-19,BOS,,ATL,W 121-109,240,50,90,0.556,36,55,0.655,14,35,0.4,7,10,0.7,121,38,90,0.422,28,60,0.467,10,30,0.333,23,25,0.92,109
5431,2021-02-19,CLE,,DEN,L 103-120,240,39,83,0.47,27,52,0.519,12,31,0.387,13,21,0.619,103,46,80,0.575,31,49,0.633,15,31,0.484,13,17,0.765,120
5432,2021-02-19,DEN,@,CLE,W 120-103,240,46,80,0.575,31,49,0.633,15,31,0.484,13,17,0.765,120,39,83,0.47,27,52,0.519,12,31,0.387,13,21,0.619,103
5433,2021-02-19,LAC,,UTA,W 116-112,240,43,89,0.483,33,59,0.559,10,30,0.333,20,22,0.909,116,41,86,0.477,29,52,0.558,12,34,0.353,18,21,0.857,112
5434,2021-02-19,UTA,@,LAC,L 112-116,240,41,86,0.477,29,52,0.558,12,34,0.353,18,21,0.857,112,43,89,0.483,33,59,0.559,10,30,0.333,20,22,0.909,116
5435,2021-02-19,DET,@,MEM,L 95-109,240,36,86,0.419,22,41,0.537,14,45,0.311,9,13,0.692,95,42,90,0.467,37,70,0.529,5,20,0.25,20,23,0.87,109
5436,2021-02-19,MEM,,DET,W 109-95,240,42,90,0.467,37,70,0.529,5,20,0.25,20,23,0.87,109,36,86,0.419,22,41,0.537,14,45,0.311,9,13,0.692,95
5437,2021-02-19,MIL,,OKC,W 98-85,240,35,86,0.407,24,52,0.462,11,34,0.324,17,25,0.68,98,31,85,0.365,19,45,0.422,12,40,0.3,11,21,0.524,85
5438,2021-02-19,OKC,@,MIL,L 85-98,240,31,85,0.365,19,45,0.422,12,40,0.3,11,21,0.524,85,35,86,0.407,24,52,0.462,11,34,0.324,17,25,0.68,98
5439,2021-02-19,MIN,,TOR,L 81-86,240,32,83,0.386,23,45,0.511,9,38,0.237,8,11,0.727,81,28,85,0.329,16,45,0.356,12,40,0.3,18,22,0.818,86
5440,2021-02-19,TOR,@,MIN,W 86-81,240,28,85,0.329,16,45,0.356,12,40,0.3,18,22,0.818,86,32,83,0.386,23,45,0.511,9,38,0.237,8,11,0.727,81
5441,2021-02-19,NOP,,PHO,L 114-132,240,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132
5442,2021-02-19,PHO,@,NOP,W 132-114,240,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114
5443,2021-02-19,GSW,@,ORL,L 120-124,240,46,97,0.474,27,55,0.491,19,42,0.452,9,15,0.6,120,46,94,0.489,28,51,0.549,18,43,0.419,14,17,0.824,124
5444,2021-02-19,ORL,,GSW,W 124-120,240,46,94,0.489,28,51,0.549,18,43,0.419,14,17,0.824,124,46,97,0.474,27,55,0.491,19,42,0.452,9,15,0.6,120
5445,2021-02-19,CHI,@,PHI,L 105-112,240,40,95,0.421,33,63,0.524,7,32,0.219,18,18,1,105,41,87,0.471,34,66,0.515,7,21,0.333,23,29,0.793,112
5446,2021-02-19,PHI,,CHI,W 112-105,240,41,87,0.471,34,66,0.515,7,21,0.333,23,29,0.793,112,40,95,0.421,33,63,0.524,7,32,0.219,18,18,1,105
5447,2021-02-20,CHI,,SAC,W 122-114,240,49,82,0.598,38,59,0.644,11,23,0.478,13,15,0.867,122,44,98,0.449,36,69,0.522,8,29,0.276,18,22,0.818,114
5448,2021-02-20,SAC,@,CHI,L 114-122,240,44,98,0.449,36,69,0.522,8,29,0.276,18,22,0.818,114,49,82,0.598,38,59,0.644,11,23,0.478,13,15,0.867,122
5449,2021-02-20,CHO,,GSW,W 102-100,240,37,75,0.493,17,35,0.486,20,40,0.5,8,9,0.889,102,37,85,0.435,24,46,0.522,13,39,0.333,13,17,0.765,100
5450,2021-02-20,GSW,@,CHO,L 100-102,240,37,85,0.435,24,46,0.522,13,39,0.333,13,17,0.765,100,37,75,0.493,17,35,0.486,20,40,0.5,8,9,0.889,102
5451,2021-02-20,LAL,,MIA,L 94-96,240,33,84,0.393,20,39,0.513,13,45,0.289,15,17,0.882,94,36,85,0.424,28,57,0.491,8,28,0.286,16,23,0.696,96
5452,2021-02-20,MIA,@,LAL,W 96-94,240,36,85,0.424,28,57,0.491,8,28,0.286,16,23,0.696,96,33,84,0.393,20,39,0.513,13,45,0.289,15,17,0.882,94
5453,2021-02-20,MEM,,PHO,L 97-128,240,36,93,0.387,31,60,0.517,5,33,0.152,20,23,0.87,97,46,86,0.535,22,40,0.55,24,46,0.522,12,13,0.923,128
5454,2021-02-20,PHO,@,MEM,W 128-97,240,46,86,0.535,22,40,0.55,24,46,0.522,12,13,0.923,128,36,93,0.387,31,60,0.517,5,33,0.152,20,23,0.87,97
5455,2021-02-20,POR,,WAS,L 111-118,240,37,103,0.359,18,48,0.375,19,55,0.345,18,25,0.72,111,45,89,0.506,39,63,0.619,6,26,0.231,22,29,0.759,118
5456,2021-02-20,WAS,@,POR,W 118-111,240,45,89,0.506,39,63,0.619,6,26,0.231,22,29,0.759,118,37,103,0.359,18,48,0.375,19,55,0.345,18,25,0.72,111
5457,2021-02-21,ATL,,DEN,W 123-115,240,42,81,0.519,30,47,0.638,12,34,0.353,27,33,0.818,123,43,84,0.512,27,48,0.563,16,36,0.444,13,16,0.813,115
5458,2021-02-21,DEN,@,ATL,L 115-123,240,43,84,0.512,27,48,0.563,16,36,0.444,13,16,0.813,115,42,81,0.519,30,47,0.638,12,34,0.353,27,33,0.818,123
5459,2021-02-21,CLE,,OKC,L 101-117,240,39,84,0.464,31,49,0.633,8,35,0.229,15,20,0.75,101,43,79,0.544,30,51,0.588,13,28,0.464,18,24,0.75,117
5460,2021-02-21,OKC,@,CLE,W 117-101,240,43,79,0.544,30,51,0.588,13,28,0.464,18,24,0.75,117,39,84,0.464,31,49,0.633,8,35,0.229,15,20,0.75,101
5461,2021-02-21,BRK,@,LAC,W 112-108,240,44,92,0.478,33,54,0.611,11,38,0.289,13,19,0.684,112,40,87,0.46,25,52,0.481,15,35,0.429,13,18,0.722,108
5462,2021-02-21,LAC,,BRK,L 108-112,240,40,87,0.46,25,52,0.481,15,35,0.429,13,18,0.722,108,44,92,0.478,33,54,0.611,11,38,0.289,13,19,0.684,112
5463,2021-02-21,MIL,,SAC,W 128-115,240,44,90,0.489,33,62,0.532,11,28,0.393,29,36,0.806,128,44,100,0.44,32,67,0.478,12,33,0.364,15,20,0.75,115
5464,2021-02-21,SAC,@,MIL,L 115-128,240,44,100,0.44,32,67,0.478,12,33,0.364,15,20,0.75,115,44,90,0.489,33,62,0.532,11,28,0.393,29,36,0.806,128
5465,2021-02-21,BOS,@,NOP,L 115-120 (OT),265,39,98,0.398,29,61,0.475,10,37,0.27,27,34,0.794,115,42,94,0.447,31,58,0.534,11,36,0.306,25,37,0.676,120
5466,2021-02-21,NOP,,BOS,W 120-115 (OT),265,42,94,0.447,31,58,0.534,11,36,0.306,25,37,0.676,120,39,98,0.398,29,61,0.475,10,37,0.27,27,34,0.794,115
5467,2021-02-21,MIN,@,NYK,L 99-103,240,33,82,0.402,17,47,0.362,16,35,0.457,17,21,0.81,99,33,78,0.423,27,60,0.45,6,18,0.333,31,38,0.816,103
5468,2021-02-21,NYK,,MIN,W 103-99,240,33,78,0.423,27,60,0.45,6,18,0.333,31,38,0.816,103,33,82,0.402,17,47,0.362,16,35,0.457,17,21,0.81,99
5469,2021-02-21,DET,@,ORL,L 96-105,240,34,91,0.374,23,51,0.451,11,40,0.275,17,21,0.81,96,35,81,0.432,26,51,0.51,9,30,0.3,26,29,0.897,105
5470,2021-02-21,ORL,,DET,W 105-96,240,35,81,0.432,26,51,0.51,9,30,0.3,26,29,0.897,105,34,91,0.374,23,51,0.451,11,40,0.275,17,21,0.81,96
5471,2021-02-21,PHI,@,TOR,L 103-110,240,33,85,0.388,22,48,0.458,11,37,0.297,26,35,0.743,103,40,81,0.494,26,47,0.553,14,34,0.412,16,18,0.889,110
5472,2021-02-21,TOR,,PHI,W 110-103,240,40,81,0.494,26,47,0.553,14,34,0.412,16,18,0.889,110,33,85,0.388,22,48,0.458,11,37,0.297,26,35,0.743,103
5473,2021-02-22,DAL,,MEM,W 102-92,240,35,80,0.438,20,39,0.513,15,41,0.366,17,26,0.654,102,37,94,0.394,31,63,0.492,6,31,0.194,12,19,0.632,92
5474,2021-02-22,MEM,@,DAL,L 92-102,240,37,94,0.394,31,63,0.492,6,31,0.194,12,19,0.632,92,35,80,0.438,20,39,0.513,15,41,0.366,17,26,0.654,102
5475,2021-02-22,CHI,@,HOU,W 120-100,240,49,91,0.538,34,55,0.618,15,36,0.417,7,10,0.7,120,37,96,0.385,24,56,0.429,13,40,0.325,13,19,0.684,100
5476,2021-02-22,HOU,,CHI,L 100-120,240,37,96,0.385,24,56,0.429,13,40,0.325,13,19,0.684,100,49,91,0.538,34,55,0.618,15,36,0.417,7,10,0.7,120
5477,2021-02-22,LAL,,WAS,L 124-127 (OT),265,49,104,0.471,34,60,0.567,15,44,0.341,11,17,0.647,124,47,96,0.49,38,71,0.535,9,25,0.36,24,33,0.727,127
